Ensemble_id,Gene_name,GC_content
ENSG00000285277,,57.76
ENSG00000293530,,39.66
ENSG00000272874,,50.00
ENSG00000196476,C20orf96,48.38
ENSG00000258444,,58.05
ENSG00000273618,,57.06
ENSG00000259431,THTPA,54.20
ENSG00000285351,TCAF2P1,40.89
ENSG00000225337,,53.18
ENSG00000236709,DAPK1-IT1,43.44
ENSG00000234569,RAD1P1,40.10
ENSG00000232905,,50.32
ENSG00000236058,RPL17P36,44.63
ENSG00000215421,ZNF407,37.97
ENSG00000197550,,34.15
ENSG00000293531,,48.32
ENSG00000247315,ZCCHC3,55.56
ENSG00000229753,RPS27AP15,38.20
ENSG00000148841,ITPRIP,52.50
ENSG00000231521,,41.18
ENSG00000286158,,43.20
ENSG00000204086,RPA4,46.03
ENSG00000198889,DCAF12L1,47.87
ENSG00000196781,TLE1,43.50
ENSG00000125875,TBC1D20,48.23
ENSG00000213526,SETP8,39.33
ENSG00000120051,CFAP58,39.87
ENSG00000230823,CBX1P1,45.67
ENSG00000234288,OR1AA1P,42.49
ENSG00000111261,MANSC1,43.98
ENSG00000182890,GLUD2,47.81
ENSG00000287098,,44.71
ENSG00000234592,TJAP1P1,58.92
ENSG00000234785,EEF1GP5,51.98
ENSG00000133138,TBC1D8B,36.59
ENSG00000213983,AP1G2,55.18
ENSG00000216740,ANXA2P3,46.83
ENSG00000255790,,40.75
ENSG00000231398,,64.78
ENSG00000159140,SON,38.69
ENSG00000287231,,40.18
ENSG00000074755,ZZEF1,44.49
ENSG00000235742,,39.33
ENSG00000232935,,48.79
ENSG00000226742,HSBP1L1,50.46
ENSG00000229775,LINC02624,36.11
ENSG00000118976,OTUD4P1,44.15
ENSG00000274538,PHLDA2,65.00
ENSG00000255734,HNRNPABP1,48.77
ENSG00000238215,,38.60
ENSG00000255973,,46.71
ENSG00000196932,TMEM26,35.90
ENSG00000274551,,34.82
ENSG00000244131,RPSAP51,48.37
ENSG00000256626,,37.73
ENSG00000141759,TXNL4A,45.60
ENSG00000121335,PRB2,41.24
ENSG00000278191,CARS1,51.98
ENSG00000261440,DUX4L45,61.87
ENSG00000261507,,41.30
ENSG00000262011,,39.14
ENSG00000260675,TCERG1P2,39.34
ENSG00000279415,,46.63
ENSG00000237242,BTF3P15,38.69
ENSG00000198555,,60.65
ENSG00000151893,CACUL1,39.56
ENSG00000166535,A2ML1,44.23
ENSG00000267127,,46.26
ENSG00000261557,EEF1A1P38,46.55
ENSG00000261427,,46.79
ENSG00000101546,RBFA,48.51
ENSG00000261197,,65.62
ENSG00000228480,,42.78
ENSG00000236762,RPL19P16,50.16
ENSG00000261130,,44.77
ENSG00000107560,RAB11FIP2,35.75
ENSG00000261782,,43.41
ENSG00000260405,,38.64
ENSG00000250927,MESTP3,49.48
ENSG00000243920,RPS26P24,48.04
ENSG00000262235,TMF1P1,38.34
ENSG00000256642,LINC00273,70.39
ENSG00000288403,,40.79
ENSG00000275959,,41.20
ENSG00000249729,,39.78
ENSG00000288335,TWIST2,50.47
ENSG00000109181,UGT2B10,33.03
ENSG00000102910,LONP2,39.56
ENSG00000226802,RUVBL2P1,51.69
ENSG00000228656,MYO5BP3,49.26
ENSG00000238066,,40.52
ENSG00000239792,CDRT15P5,57.93
ENSG00000214628,NDUFB5P2,40.28
ENSG00000235901,CCSER2P1,37.00
ENSG00000180447,GAS1,59.68
ENSG00000133131,MORC4,39.76
ENSG00000231741,,42.99
ENSG00000206797,Y_RNA,43.00
ENSG00000226246,KRT18P36,56.82
ENSG00000227437,RPS8P4,52.47
ENSG00000251055,,31.33
ENSG00000236171,RPL12P26,46.20
ENSG00000188620,HMX3,56.89
ENSG00000261126,RBFADN,45.51
ENSG00000251048,,44.92
ENSG00000203434,,34.94
ENSG00000173597,SULT1B1,37.28
ENSG00000234542,,48.27
ENSG00000127084,FGD3,49.44
ENSG00000274599,DUX4L24,73.13
ENSG00000271434,,63.24
ENSG00000189319,FAM53B,52.70
ENSG00000266909,SLC25A6P4,64.38
ENSG00000101544,ADNP2,41.68
ENSG00000227307,,46.77
ENSG00000101266,CSNK2A1,41.35
ENSG00000270294,XIAPP1,38.33
ENSG00000119973,PRLHR,48.81
ENSG00000138152,BTBD16,45.42
ENSG00000167193,CRK,49.13
ENSG00000178184,PARD6G,47.49
ENSG00000113100,CDH9,34.23
ENSG00000078053,AMPH,39.13
ENSG00000278000,,48.49
ENSG00000267251,,48.68
ENSG00000274363,,44.46
ENSG00000248256,OCIAD1-AS1,36.91
ENSG00000262961,,55.46
ENSG00000275873,LMNTD2,67.09
ENSG00000178342,KCNG2,51.15
ENSG00000258507,,63.42
ENSG00000263165,,46.39
ENSG00000262181,,56.02
ENSG00000249337,SNX18P25,49.60
ENSG00000141040,ZNF287,39.49
ENSG00000285998,,35.00
ENSG00000262081,IL9RP4,56.53
ENSG00000183783,KCTD8,35.64
ENSG00000256709,CSGALNACT2P2,48.45
ENSG00000065154,OAT,42.49
ENSG00000274446,,49.61
ENSG00000155959,VBP1,40.41
ENSG00000277521,MIR8078,70.24
ENSG00000101557,USP14,38.05
ENSG00000248956,HMGB1P44,42.13
ENSG00000251353,MTND3P5,42.04
ENSG00000285180,,45.07
ENSG00000284890,,49.87
ENSG00000249893,MTND6P16,40.00
ENSG00000288058,,38.48
ENSG00000270665,HNRNPA1P67,46.22
ENSG00000285421,,40.84
ENSG00000285516,NAALAD2,34.98
ENSG00000273300,,48.95
ENSG00000273212,,52.83
ENSG00000198301,SDAD1,40.57
ENSG00000139618,BRCA2,38.20
ENSG00000251599,,42.88
ENSG00000093009,CDC45,48.03
ENSG00000151388,ADAMTS12,40.42
ENSG00000284837,,45.29
ENSG00000282810,MIR210HG,61.40
ENSG00000286430,,62.61
ENSG00000263219,RYKP1,49.48
ENSG00000265511,,62.94
ENSG00000286743,,43.83
ENSG00000285471,,45.50
ENSG00000276230,RNH1,60.36
ENSG00000181350,LRRC75A,53.45
ENSG00000276490,,38.89
ENSG00000170430,MGMT,45.58
ENSG00000239223,RPL34P31,44.20
ENSG00000123496,IL13RA2,35.57
ENSG00000139687,RB1,38.50
ENSG00000279620,,49.01
ENSG00000109046,WSB1,39.73
ENSG00000239840,RPL23AP72,49.20
ENSG00000148824,MTG1,48.28
ENSG00000156968,MPV17L,44.78
ENSG00000197381,ADARB1,45.43
ENSG00000260566,,36.78
ENSG00000285882,,41.74
ENSG00000279509,,28.94
ENSG00000279729,,35.55
ENSG00000242405,RPL21P100,42.86
ENSG00000256627,,51.46
ENSG00000249584,LINC02225,36.34
ENSG00000234602,MCIDAS,52.67
ENSG00000256450,,50.49
ENSG00000129636,ITFG1,37.51
ENSG00000238010,,58.36
ENSG00000119509,INVS,38.92
ENSG00000266575,BOLA2P1,58.62
ENSG00000060982,BCAT1,40.01
ENSG00000264179,,54.42
ENSG00000141433,ADCYAP1,52.94
ENSG00000248878,,42.03
ENSG00000213956,,46.76
ENSG00000221900,POM121L12,63.96
ENSG00000145626,UGT3A1,40.66
ENSG00000287379,,35.66
ENSG00000286404,,38.86
ENSG00000230271,,56.82
ENSG00000285547,,40.93
ENSG00000225286,,53.41
ENSG00000223893,GNL2P1,40.68
ENSG00000224519,HMGN1P19,44.14
ENSG00000225899,FRG2B,44.33
ENSG00000106524,ANKMY2,38.01
ENSG00000289900,,73.43
ENSG00000134871,COL4A2,47.83
ENSG00000259837,LINC01904,42.39
ENSG00000067177,PHKA1,37.87
ENSG00000200752,Y_RNA,38.94
ENSG00000141642,ELAC1,41.78
ENSG00000166272,WBP1L,47.40
ENSG00000234309,SLC25A18P1,43.47
ENSG00000279626,DUX4L28,75.66
ENSG00000270965,NTAN1P1,39.16
ENSG00000267699,,41.11
ENSG00000068383,INPP5A,54.13
ENSG00000249099,,33.67
ENSG00000101574,METTL4,36.78
ENSG00000280159,,43.11
ENSG00000146731,CCT6A,41.19
ENSG00000285305,,34.35
ENSG00000145526,CDH18,34.89
ENSG00000285023,CHORDC1,35.44
ENSG00000276825,DRD4,67.00
ENSG00000238575,,39.26
ENSG00000266783,,32.60
ENSG00000264150,,45.55
ENSG00000080986,NDC80,36.33
ENSG00000282712,DEAF1,50.98
ENSG00000136104,RNASEH2B,40.31
ENSG00000232242,ZYG11AP1,40.54
ENSG00000136824,SMC2,35.98
ENSG00000276561,IRF7,67.07
ENSG00000259043,BRD7P1,42.35
ENSG00000270618,,38.22
ENSG00000222931,RN7SKP205,44.30
ENSG00000258887,,41.90
ENSG00000285727,,39.25
ENSG00000259334,LINC00596,42.87
ENSG00000133027,PEMT,55.22
ENSG00000287154,,42.23
ENSG00000157326,DHRS4,45.00
ENSG00000250416,SEC63P2,33.32
ENSG00000145309,CABS1,37.27
ENSG00000102900,NUP93,42.43
ENSG00000237303,HIGD1AP8,41.97
ENSG00000287087,,38.75
ENSG00000154162,CDH12,35.28
ENSG00000237961,,35.41
ENSG00000211455,STK38L,37.77
ENSG00000250819,LINC02493,40.04
ENSG00000282076,KCNQ1,56.26
ENSG00000171201,SMR3B,36.55
ENSG00000179342,,59.49
ENSG00000235422,KATNBL1P3,40.56
ENSG00000275295,,36.34
ENSG00000202224,Y_RNA,36.61
ENSG00000200875,RNU6-340P,42.06
ENSG00000282343,KCNQ1-AS1,59.98
ENSG00000231484,,40.36
ENSG00000224368,ARAFP2,50.45
ENSG00000101596,SMCHD1,36.81
ENSG00000255690,TRIL,56.85
ENSG00000273562,NAP1L4,44.27
ENSG00000136274,NACAD,62.24
ENSG00000249277,SLIRPP2,43.97
ENSG00000227143,LINC01153,40.25
ENSG00000170516,COX7B2,36.84
ENSG00000277687,,34.21
ENSG00000182022,CHST15,50.24
ENSG00000236261,,54.49
ENSG00000250923,,49.75
ENSG00000251451,GTF2IP9,42.93
ENSG00000286097,,35.80
ENSG00000260918,,35.81
ENSG00000249547,,35.51
ENSG00000238090,,54.06
ENSG00000276098,,51.40
ENSG00000250524,,30.63
ENSG00000213759,UGT2B11,32.22
ENSG00000249338,HMGB1P47,39.90
ENSG00000271410,,51.48
ENSG00000146729,NIPSNAP2,45.28
ENSG00000286647,,41.94
ENSG00000250480,RLIG1P1,44.23
ENSG00000270495,,54.87
ENSG00000226432,AKTIPP2,43.44
ENSG00000152932,RAB3C,37.99
ENSG00000138771,SHROOM3,41.27
ENSG00000188991,SLC15A5,36.22
ENSG00000276536,HRAS,69.01
ENSG00000256004,,45.99
ENSG00000250330,,47.15
ENSG00000111713,GYS2,37.09
ENSG00000250048,LINC00603,36.43
ENSG00000250319,,41.87
ENSG00000250747,,55.45
ENSG00000251294,,34.09
ENSG00000170571,EMB,36.85
ENSG00000278831,,55.71
ENSG00000232823,TXNP1,46.92
ENSG00000285065,,34.97
ENSG00000284997,TUBAP2,51.27
ENSG00000165714,BORCS5,42.17
ENSG00000279825,,56.38
ENSG00000145284,SCD5,43.56
ENSG00000261868,MFSD1P1,43.41
ENSG00000102383,ZDHHC15,38.32
ENSG00000166377,ATP9B,41.83
ENSG00000279200,,46.10
ENSG00000213664,RPS16P8,54.99
ENSG00000270857,,42.56
ENSG00000283417,,43.68
ENSG00000265683,SYPL1P2,41.68
ENSG00000138162,TACC2,48.29
ENSG00000266803,,39.46
ENSG00000285552,,38.47
ENSG00000279674,,42.43
ENSG00000008394,MGST1,36.94
ENSG00000282005,LMNTD2-AS1,62.93
ENSG00000211851,TRAJ38,48.39
ENSG00000164181,ELOVL7,39.18
ENSG00000212335,Y_RNA,41.59
ENSG00000100721,TCL1A,50.16
ENSG00000146733,PSPH,46.35
ENSG00000273859,RASSF7,69.14
ENSG00000108582,CPD,38.51
ENSG00000230485,,51.19
ENSG00000109787,KLF3,41.85
ENSG00000271346,,37.01
ENSG00000235991,,38.76
ENSG00000177736,FXNP2,49.54
ENSG00000251349,MSANTD3-TMEFF1,39.88
ENSG00000184702,SEPTIN5,66.51
ENSG00000232249,,59.38
ENSG00000238223,,40.28
ENSG00000224978,CD84P1,47.21
ENSG00000225858,MATR3P1,36.80
ENSG00000156920,ADGRG4,39.12
ENSG00000156269,NAA11,38.12
ENSG00000223615,,46.20
ENSG00000157303,SUSD3,52.28
ENSG00000271358,,52.13
ENSG00000258499,LINC02287,51.96
ENSG00000273572,CDHR5,63.04
ENSG00000173040,EVC2,45.06
ENSG00000240627,,51.66
ENSG00000100604,CHGA,56.29
ENSG00000249226,SUCLG2P4,42.49
ENSG00000251062,,44.23
ENSG00000244621,RPS17P11,42.66
ENSG00000256564,,33.49
ENSG00000178665,ZNF713,43.04
ENSG00000205846,CLEC6A,36.72
ENSG00000213949,ITGA1,36.80
ENSG00000235892,PKMP2,53.49
ENSG00000229979,HMGN2P48,47.73
ENSG00000233254,RPL21P134,41.82
ENSG00000224484,,55.09
ENSG00000285854,,37.43
ENSG00000224706,RPS17P13,49.14
ENSG00000155961,RAB39B,40.80
ENSG00000236531,,42.26
ENSG00000279666,,43.17
ENSG00000279785,,50.34
ENSG00000187172,BAGE2,36.44
ENSG00000287521,,45.80
ENSG00000187569,DPPA3,45.96
ENSG00000270688,,49.70
ENSG00000288537,,45.12
ENSG00000227505,SLIRPP1,41.28
ENSG00000186310,NAP1L3,42.36
ENSG00000150394,CDH8,36.82
ENSG00000148200,NR6A1,40.70
ENSG00000224309,ANKRD30BP2,36.66
ENSG00000237860,SLC6A14P2,34.35
ENSG00000189372,,44.13
ENSG00000213235,EEF1A1P16,45.26
ENSG00000243064,ABCC13,36.27
ENSG00000241828,,45.43
ENSG00000236077,SLC6A14P1,32.78
ENSG00000246115,SUPT4H1P2,48.73
ENSG00000229145,ACTBP1,54.90
ENSG00000278654,,67.75
ENSG00000228855,,32.55
ENSG00000243141,RPL23AP66,53.24
ENSG00000229082,OR5AW1P,47.08
ENSG00000256756,TIMM17BP1,58.14
ENSG00000257237,,34.78
ENSG00000106070,GRB10,45.52
ENSG00000147231,RADX,35.16
ENSG00000285724,,35.43
ENSG00000100605,ITPK1,53.85
ENSG00000249624,IFNAR2-IL10RB,45.70
ENSG00000110975,SYT10,36.43
ENSG00000108578,BLMH,40.18
ENSG00000227438,COL6A2-DT,57.23
ENSG00000278381,,31.69
ENSG00000227874,GRAMD4P1,54.02
ENSG00000214319,CXADRP1,42.83
ENSG00000279773,,63.19
ENSG00000273692,LONRF2P5,74.92
ENSG00000278618,MIR8069,56.98
ENSG00000229231,FEM1AP1,63.66
ENSG00000224922,,37.31
ENSG00000173231,TERF1P1,41.74
ENSG00000232797,FAM207CP,60.16
ENSG00000224860,GXYLT1P2,42.36
ENSG00000215562,CNN2P7,57.94
ENSG00000234538,ZNF114P1,35.96
ENSG00000228314,CYP4F29P,52.57
ENSG00000230965,SNX18P13,54.06
ENSG00000290581,,36.99
ENSG00000215559,ANKRD20A11P,37.00
ENSG00000262145,ATP23,40.87
ENSG00000285267,,43.70
ENSG00000203616,RHOT1P2,42.04
ENSG00000228600,POLR2CP1,46.54
ENSG00000285400,MCPH1-AS1,42.57
ENSG00000270807,,44.38
ENSG00000225502,GAPDHP16,45.63
ENSG00000226406,RBMX2P1,46.89
ENSG00000180530,NRIP1,36.59
ENSG00000284905,MIR8055,43.30
ENSG00000284880,MIR4659A,38.27
ENSG00000285083,MIR4659B,39.73
ENSG00000262819,,34.50
ENSG00000286726,,46.97
ENSG00000151491,EPS8,37.25
ENSG00000285156,GS1-24F4.2,46.14
ENSG00000262201,LINC02403,44.92
ENSG00000279390,,39.89
ENSG00000262082,,45.19
ENSG00000236471,LINC02920,39.71
ENSG00000285227,,52.95
ENSG00000262349,GIHCG,40.74
ENSG00000159200,RCAN1,44.23
ENSG00000284863,DEFA8P,47.37
ENSG00000204019,CT83,41.44
ENSG00000284789,DEFA9P,49.03
ENSG00000284874,,67.15
ENSG00000262776,RN7SKP65,50.48
ENSG00000285475,DEFA10P,45.43
ENSG00000273707,CDKN1C,67.48
ENSG00000236413,,51.74
ENSG00000285251,DEFA5,41.09
ENSG00000229733,,43.83
ENSG00000237225,OR13K1P,42.49
ENSG00000203926,SPANXA2,49.48
ENSG00000284960,VPS51P14,62.85
ENSG00000285014,,39.93
ENSG00000203618,GP1BB,72.34
ENSG00000285129,RPS3AP30,39.27
ENSG00000207435,RNU6-114P,38.10
ENSG00000207628,MIR651,29.90
ENSG00000282598,,49.01
ENSG00000252291,,44.34
ENSG00000212214,SNORA48B,52.59
ENSG00000274473,SCT,73.35
ENSG00000207151,Y_RNA,45.10
ENSG00000185838,GNB1L,52.87
ENSG00000284771,SNRPCP6,58.57
ENSG00000207320,Y_RNA,43.36
ENSG00000285418,SNRPCP15,60.00
ENSG00000201660,,34.62
ENSG00000285381,RPS3AP33,37.71
ENSG00000265284,MIR4770,44.83
ENSG00000282367,PTDSS2,56.37
ENSG00000263652,MIR548AX,39.73
ENSG00000207332,RNU6-146P,47.22
ENSG00000285466,,48.04
ENSG00000239333,RN7SL658P,51.82
ENSG00000278218,,58.60
ENSG00000284760,,71.10
ENSG00000207025,Y_RNA,42.16
ENSG00000285211,,69.23
ENSG00000282355,CARS1-AS1,47.02
ENSG00000284777,VPS51P8,57.20
ENSG00000265144,MIR548AM,37.84
ENSG00000200852,RNA5SP499,50.42
ENSG00000285678,,49.61
ENSG00000252978,RN7SKP183,43.21
ENSG00000206716,RNU6-133P,40.19
ENSG00000285494,,50.67
ENSG00000206639,Y_RNA,39.22
ENSG00000248418,UBL5P1,47.15
ENSG00000282438,,38.66
ENSG00000284894,RNA5SP254,34.00
ENSG00000206733,RNU6-641P,39.25
ENSG00000280438,,40.50
ENSG00000285490,,49.53
ENSG00000207122,RNU6-591P,35.85
ENSG00000282441,COX6CP18,45.50
ENSG00000206983,RNU6-49P,42.06
ENSG00000254170,,41.92
ENSG00000285349,,70.18
ENSG00000221466,MIR548AJ2,28.26
ENSG00000284893,,42.67
ENSG00000252411,RNU6-1087P,32.67
ENSG00000264618,RN7SL732P,56.00
ENSG00000078142,PIK3C3,35.33
ENSG00000287890,,42.39
ENSG00000263730,MIR3937,54.72
ENSG00000287681,,41.67
ENSG00000250164,,50.80
ENSG00000238730,RNU7-164P,40.32
ENSG00000148175,STOM,39.57
ENSG00000285469,OR7E161P,44.76
ENSG00000276130,SLC22A18,61.28
ENSG00000206896,RNU6-1124P,42.06
ENSG00000212560,RNU6-630P,37.74
ENSG00000199226,RNU6-50P,33.98
ENSG00000152380,FAM151B,38.99
ENSG00000285261,,48.01
ENSG00000277721,Metazoa_SRP,51.18
ENSG00000278838,Metazoa_SRP,48.42
ENSG00000200702,Y_RNA,44.12
ENSG00000285173,SUB1P1,40.05
ENSG00000202495,Y_RNA,45.54
ENSG00000221716,SNORA11,53.91
ENSG00000285457,,55.53
ENSG00000207758,MIR532,53.85
ENSG00000207768,MIR188,58.14
ENSG00000207785,MIR500A,55.95
ENSG00000208015,MIR362,41.54
ENSG00000211538,MIR501,53.57
ENSG00000239057,MIR500B,55.70
ENSG00000207970,MIR660,49.48
ENSG00000272080,MIR502,55.81
ENSG00000244006,RN7SL799P,52.01
ENSG00000284567,MIR223,53.64
ENSG00000285157,,47.48
ENSG00000212434,U3,38.00
ENSG00000285275,FAM167A-AS1,43.95
ENSG00000275335,MIR8088,52.33
ENSG00000266328,MIR4536-2,32.95
ENSG00000211991,MIR676,44.78
ENSG00000199601,RNU6-562P,37.38
ENSG00000283334,MIR4536-1,32.95
ENSG00000201447,RNA5SP509,49.58
ENSG00000285776,5S_rRNA,56.30
ENSG00000273788,U3,45.37
ENSG00000283622,MIR4328,44.64
ENSG00000202183,,31.29
ENSG00000239745,RN7SL790P,52.35
ENSG00000283435,MIR1321,31.65
ENSG00000200635,Y_RNA,41.18
ENSG00000167186,COQ7,46.17
ENSG00000222440,RNU2-26P,43.46
ENSG00000212495,RNU6-332P,31.48
ENSG00000285464,RNU6-1084P,41.12
ENSG00000200422,,34.72
ENSG00000285295,RN7SL293P,50.53
ENSG00000277717,U6,36.89
ENSG00000284856,TDH,44.09
ENSG00000201567,RNA5SP510,48.48
ENSG00000261020,,42.46
ENSG00000221187,MIR548M,32.56
ENSG00000252016,,49.61
ENSG00000283242,MIR384,27.27
ENSG00000265356,,43.51
ENSG00000207995,MIR325,42.86
ENSG00000201271,RNU1-112P,49.39
ENSG00000039123,MTREX,36.82
ENSG00000198783,ZNF830,42.67
ENSG00000223259,RNA5SP508,42.02
ENSG00000199051,MIR361,41.67
ENSG00000202410,Y_RNA,38.24
ENSG00000199567,Y_RNA,38.89
ENSG00000206826,RNU6-974P,34.26
ENSG00000212546,RNU6-995P,40.19
ENSG00000252810,RNU6-345P,37.38
ENSG00000189308,LIN54,39.03
ENSG00000212623,RNU6-493P,33.33
ENSG00000222667,RNU6-394P,28.97
ENSG00000252296,,49.44
ENSG00000223260,RN7SKP194,45.87
ENSG00000202407,Y_RNA,43.14
ENSG00000239008,,59.06
ENSG00000201443,RNU6-309P,36.79
ENSG00000207426,Y_RNA,42.48
ENSG00000277900,Metazoa_SRP,55.48
ENSG00000275110,,75.51
ENSG00000222122,RNU6-648P,33.64
ENSG00000265260,RN7SL74P,49.50
ENSG00000271907,SNORA35B,43.41
ENSG00000212241,Y_RNA,40.43
ENSG00000252441,,54.32
ENSG00000106723,SPIN1,41.25
ENSG00000126653,NSRP1,38.57
ENSG00000207515,RNU6-555P,34.91
ENSG00000258730,ITPK1-AS1,49.56
ENSG00000235776,RPL7AP70,52.06
ENSG00000207363,Y_RNA,44.12
ENSG00000258595,CYB5AP3,51.00
ENSG00000242998,RN7SL379P,49.15
ENSG00000206752,RNU6-1323P,44.86
ENSG00000040608,RTN4R,60.45
ENSG00000263515,MIR548AN,38.55
ENSG00000165943,MOAP1,51.52
ENSG00000207033,RNU6-154P,42.45
ENSG00000265456,MIR3672,30.49
ENSG00000212321,U3,44.55
ENSG00000252930,RNU6-1015P,31.31
ENSG00000207100,,43.17
ENSG00000252163,RN7SKP31,40.65
ENSG00000248476,BACH1-IT1,43.74
ENSG00000216060,MIR934,43.37
ENSG00000207041,RNU6-3P,45.79
ENSG00000199878,RN7SKP149,42.44
ENSG00000273017,,27.88
ENSG00000201594,RNA5SP517,45.30
ENSG00000232118,BACH1-AS1,44.41
ENSG00000201000,RNA5SP516,48.74
ENSG00000207866,MIR514A2,40.91
ENSG00000207868,MIR514A1,39.80
ENSG00000228817,BACH1-IT2,44.23
ENSG00000202473,RN7SKP81,47.13
ENSG00000221081,MIR320D2,47.92
ENSG00000153485,LYSET,46.14
ENSG00000239579,RN7SL325P,53.00
ENSG00000234293,BACH1-IT3,43.39
ENSG00000252219,MIR892C,46.75
ENSG00000207867,MIR514A3,40.91
ENSG00000216075,MIR890,40.26
ENSG00000222114,RNU6-985P,35.58
ENSG00000259066,,43.00
ENSG00000216005,MIR888,46.75
ENSG00000215943,MIR892A,49.33
ENSG00000171189,GRIK1,38.04
ENSG00000221039,MIR1286,55.13
ENSG00000216098,MIR892B,45.45
ENSG00000161132,PRODHLP,57.90
ENSG00000216064,MIR891B,36.71
ENSG00000202199,RNU1-115P,43.75
ENSG00000207641,MIR510,44.59
ENSG00000216056,MIR891A,43.04
ENSG00000199424,Y_RNA,45.05
ENSG00000265789,MIR4330,52.38
ENSG00000278724,Metazoa_SRP,52.31
ENSG00000128185,DGCR6L,57.69
ENSG00000222313,RN7SKP267,47.02
ENSG00000201912,RN7SKP189,50.30
ENSG00000170270,GON7,43.17
ENSG00000216171,MIR513C,38.10
ENSG00000207871,MIR513B,36.90
ENSG00000207873,MIR513A1,44.19
ENSG00000207984,MIR513A2,43.31
ENSG00000207731,MIR506,41.94
ENSG00000207969,MIR507,40.43
ENSG00000207589,MIR508,45.22
ENSG00000285340,,38.67
ENSG00000252583,MIR514B,42.50
ENSG00000212013,MIR509-2,43.96
ENSG00000212014,MIR509-3,42.67
ENSG00000208000,MIR509-1,43.62
ENSG00000187742,SECISBP2,42.36
ENSG00000202051,RNU6-382P,38.68
ENSG00000285118,,44.73
ENSG00000237623,NICN2P,53.46
ENSG00000285195,RPL19P13,51.11
ENSG00000266158,RN7SL785P,54.94
ENSG00000203402,,46.32
ENSG00000284784,,34.51
ENSG00000221459,SNORA11C,51.16
ENSG00000012963,UBR7,43.11
ENSG00000232009,,45.47
ENSG00000226556,NPM1P49,44.47
ENSG00000285026,RPL17P29,43.08
ENSG00000277605,Metazoa_SRP,54.38
ENSG00000285276,,39.36
ENSG00000196741,LINC01560,39.98
ENSG00000284974,,43.70
ENSG00000285459,,42.03
ENSG00000008056,SYN1,47.76
ENSG00000284801,,41.21
ENSG00000273343,,45.32
ENSG00000285247,,44.82
ENSG00000285056,MIR598,53.61
ENSG00000285403,,46.00
ENSG00000284875,MIR1322,33.80
ENSG00000285187,,44.77
ENSG00000285126,RNA5SP252,47.06
ENSG00000285364,MIR4286,44.09
ENSG00000285392,,41.57
ENSG00000184470,TXNRD2,54.09
ENSG00000285229,LINC03022,46.02
ENSG00000274454,SLC22A18AS,58.81
ENSG00000284756,,46.39
ENSG00000284813,RNU6-729P,49.53
ENSG00000169181,GSG1L,48.22
ENSG00000284793,PRSS52P,50.19
ENSG00000285250,MSRA,43.56
ENSG00000079134,THOC1,37.31
ENSG00000278855,KCNQ1DN,60.40
ENSG00000275660,,32.26
ENSG00000275205,U1,46.01
ENSG00000273525,SNORA54,49.59
ENSG00000287179,,43.47
ENSG00000145681,HAPLN1,36.15
ENSG00000282329,MREGP1,51.76
ENSG00000275428,,38.92
ENSG00000240096,,59.41
ENSG00000241499,RPL36AP4,47.13
ENSG00000258668,COX6CP11,44.98
ENSG00000100601,ALKBH1,42.35
ENSG00000273464,,41.08
ENSG00000174680,GRIK1-AS1,40.42
ENSG00000282391,,47.56
ENSG00000276371,SINHCAF,41.46
ENSG00000167693,NXN,50.99
ENSG00000271752,,43.63
ENSG00000279998,,38.21
ENSG00000287597,,37.04
ENSG00000122299,ZC3H7A,42.76
ENSG00000283743,,47.91
ENSG00000250124,,31.55
ENSG00000284550,hsa-mir-8069-1,56.98
ENSG00000280172,,63.57
ENSG00000279751,,37.26
ENSG00000263858,MIR4769,55.84
ENSG00000224656,SMSP1,42.99
ENSG00000274276,,58.48
ENSG00000229968,,41.58
ENSG00000188459,WASF4P,52.41
ENSG00000224401,RPL7P57,45.95
ENSG00000102265,TIMP1,53.47
ENSG00000275895,,43.58
ENSG00000239272,RPL21P10,47.08
ENSG00000276076,,50.31
ENSG00000274559,,60.22
ENSG00000258917,ZMYND19P1,51.33
ENSG00000280013,,58.45
ENSG00000280191,,53.95
ENSG00000119705,SLIRP,41.29
ENSG00000038427,VCAN,37.18
ENSG00000280179,,61.69
ENSG00000285320,,46.99
ENSG00000275993,,56.01
ENSG00000285787,,40.55
ENSG00000285995,,43.65
ENSG00000273590,,46.54
ENSG00000277277,,43.60
ENSG00000284859,MIR124-1HG,54.55
ENSG00000278961,,41.64
ENSG00000276289,,47.65
ENSG00000142192,APP,39.73
ENSG00000225531,,44.31
ENSG00000282388,RPL13AP22,57.10
ENSG00000233936,,57.89
ENSG00000282551,,42.62
ENSG00000279137,,46.12
ENSG00000282176,FLJ13224,65.13
ENSG00000229019,,40.88
ENSG00000213529,RPL32P22,47.89
ENSG00000260720,LINC01243,37.20
ENSG00000273326,TAS2R7,40.05
ENSG00000272712,TAS2R8,35.64
ENSG00000196739,COL27A1,52.26
ENSG00000273086,TAS2R9,39.73
ENSG00000285161,MIR124-1,50.59
ENSG00000285033,MIR597,44.33
ENSG00000284854,,77.78
ENSG00000284878,,42.72
ENSG00000251373,,46.99
ENSG00000263247,PRR4,36.45
ENSG00000285359,,43.04
ENSG00000168152,THAP9,37.02
ENSG00000063761,ADCK1,47.62
ENSG00000285236,PPP1R3B-DT,43.41
ENSG00000266987,,39.92
ENSG00000147130,ZMYM3,53.76
ENSG00000278860,,53.87
ENSG00000265697,,45.48
